host_description,Expected_Personal_Charisma,Expected_Friendly_Attitudes,Expected_Service_Assistance,Expected_Socialisation_Sharing,approach1_Personal_Charisma,approach1_Personal_Charisma_Precision,approach1_Personal_Charisma_Recall,approach1_Personal_Charisma_F1,approach1_Friendly_Attitudes,approach1_Friendly_Attitudes_Precision,approach1_Friendly_Attitudes_Recall,approach1_Friendly_Attitudes_F1,approach1_Service_Assistance,approach1_Service_Assistance_Precision,approach1_Service_Assistance_Recall,approach1_Service_Assistance_F1,approach1_Socialisation_Sharing,approach1_Socialisation_Sharing_Precision,approach1_Socialisation_Sharing_Recall,approach1_Socialisation_Sharing_F1,approach2_Personal_Charisma,approach2_Personal_Charisma_Precision,approach2_Personal_Charisma_Recall,approach2_Personal_Charisma_F1,approach2_Friendly_Attitudes,approach2_Friendly_Attitudes_Precision,approach2_Friendly_Attitudes_Recall,approach2_Friendly_Attitudes_F1,approach2_Service_Assistance,approach2_Service_Assistance_Precision,approach2_Service_Assistance_Recall,approach2_Service_Assistance_F1,approach2_Socialisation_Sharing,approach2_Socialisation_Sharing_Precision,approach2_Socialisation_Sharing_Recall,approach2_Socialisation_Sharing_F1,approach3_Personal_Charisma,approach3_Personal_Charisma_Precision,approach3_Personal_Charisma_Recall,approach3_Personal_Charisma_F1,approach3_Friendly_Attitudes,approach3_Friendly_Attitudes_Precision,approach3_Friendly_Attitudes_Recall,approach3_Friendly_Attitudes_F1,approach3_Service_Assistance,approach3_Service_Assistance_Precision,approach3_Service_Assistance_Recall,approach3_Service_Assistance_F1,approach3_Socialisation_Sharing,approach3_Socialisation_Sharing_Precision,approach3_Socialisation_Sharing_Recall,approach3_Socialisation_Sharing_F1,approach4_Personal_Charisma,approach4_Personal_Charisma_Precision,approach4_Personal_Charisma_Recall,approach4_Personal_Charisma_F1,approach4_Friendly_Attitudes,approach4_Friendly_Attitudes_Precision,approach4_Friendly_Attitudes_Recall,approach4_Friendly_Attitudes_F1,approach4_Service_Assistance,approach4_Service_Assistance_Precision,approach4_Service_Assistance_Recall,approach4_Service_Assistance_F1,approach4_Socialisation_Sharing,approach4_Socialisation_Sharing_Precision,approach4_Socialisation_Sharing_Recall,approach4_Socialisation_Sharing_F1,approach5_Personal_Charisma,approach5_Personal_Charisma_Precision,approach5_Personal_Charisma_Recall,approach5_Personal_Charisma_F1,approach5_Friendly_Attitudes,approach5_Friendly_Attitudes_Precision,approach5_Friendly_Attitudes_Recall,approach5_Friendly_Attitudes_F1,approach5_Service_Assistance,approach5_Service_Assistance_Precision,approach5_Service_Assistance_Recall,approach5_Service_Assistance_F1,approach5_Socialisation_Sharing,approach5_Socialisation_Sharing_Precision,approach5_Socialisation_Sharing_Recall,approach5_Socialisation_Sharing_F1
"We are a multinational family - Yulia was born and raised in Moscow, Russia; Amine was born and raised in Morocco, our dog - Pixel and our cat - Archie are native New Yorkers . We were very fortunate to find each other, fall in love and  create a family in one of the best cities in the world - New York City.  
We enjoy traveling, meeting new people and learn about new cultures. Having a background in hospitality inspired us to open the doors of our home for AirBnB travelers.
We are very serious about providing a fun, comfortable and enjoyable experience for all our guests. If you are friendly, tidy, communicative, respectful and comfortable being a ""Please and Thank You"" kind of guest then we very much look forward to welcoming you to our home.
","""multinational family"", ""fortunate to find each other and create a family"", ""enjoy traveling"", ""background in hospitality""","""look forward to welcoming you to our home""","""providing a fun, comfortable and enjoyable experience"", ""open the doors of our home for Airbnb travelers""","""meeting new people"", ""learn about new cultures""","""Yulia was born and raised in Moscow, Russia; Amine was born and raised in Morocco"", ""We enjoy traveling, meeting new people and learn about new cultures""",0.15384615384615385,0.2222222222222222,0.18181818181818185,None detected,1.0,0.0,0.0,None detected,1.0,0.0,0.0,None detected,1.0,0.0,0.0,"""We are a multinational family"", ""We enjoy traveling, meeting new people and learn about new cultures""",0.4444444444444444,0.4444444444444444,0.4444444444444444,None detected,1.0,0.0,0.0,"""We are very serious about providing a fun, comfortable and enjoyable experience for all our guests""",0.7142857142857143,0.5,0.588235294117647,None detected,1.0,0.0,0.0,"""We are a multinational family"", ""very serious about providing a fun, comfortable and enjoyable experience for all our guests""",0.2222222222222222,0.2222222222222222,0.2222222222222222,None detected,1.0,0.0,0.0,None detected,1.0,0.0,0.0,None detected,1.0,0.0,0.0,"""We are a multinational family - Yulia was born and raised in Moscow, Russia; Amine was born and raised in Morocco, our dog - Pixel and our cat - Archie are native New Yorkers"", ""We enjoy traveling, meeting new people and learn about new cultures"", ""Having a background in hospitality""",0.2608695652173913,0.6666666666666666,0.37500000000000006,"""we very much look forward to welcoming you to our home""",0.8,1.0,0.888888888888889,"""We are very serious about providing a fun, comfortable and enjoyable experience for all our guests""",0.7142857142857143,0.5,0.588235294117647,None detected,1.0,0.0,0.0,"We are a multinational family - Yulia was born and raised in Moscow, Russia; Amine was born and raised in Morocco, our dog - Pixel and our cat - Archie are native New Yorkers, We enjoy traveling, meeting new people and learn about new cultures, Having a background in hospitality",0.2608695652173913,0.6666666666666666,0.37500000000000006,we very much look forward to welcoming you to our home,0.8,1.0,0.888888888888889,"We are very serious about providing a fun, comfortable and enjoyable experience for all our guests",0.7142857142857143,0.5,0.588235294117647,inspired us to open the doors of our home for AirBnB travelers,0.0,0.0,0.0
An easy going gentlemen involved in the interior design industry.,"""easy going gentleman"", ""involved in the interior design industry""",,,,"""An easy going gentlemen involved in the interior design industry""",0.8571428571428571,0.8571428571428571,0.8571428571428571,None detected,1.0,1.0,1.0,None detected,1.0,1.0,1.0,None detected,1.0,1.0,1.0,"""An easy going gentlemen involved in the interior design industry""",0.8571428571428571,0.8571428571428571,0.8571428571428571,None detected,1.0,1.0,1.0,None detected,1.0,1.0,1.0,None detected,1.0,1.0,1.0,"""An easy going gentlemen involved in the interior design industry""",0.8571428571428571,0.8571428571428571,0.8571428571428571,None detected,1.0,1.0,1.0,None detected,1.0,1.0,1.0,None detected,1.0,1.0,1.0,"""An easy going gentlemen involved in the interior design industry""",0.8571428571428571,0.8571428571428571,0.8571428571428571,None detected,1.0,1.0,1.0,None detected,1.0,1.0,1.0,None detected,1.0,1.0,1.0,An easy going gentlemen involved in the interior design industry,0.8571428571428571,0.8571428571428571,0.8571428571428571,None detected,1.0,1.0,1.0,None detected,1.0,1.0,1.0,None detected,1.0,1.0,1.0
"Hello, I was formerly a philosophy and political science student with an interest in public service and policy. I currently manage a warehouse in Long Island City while I go back to school to earn an MBA in Healthcare Administration.

I coordinate with various renters in the area to share any extra space they might have to anyone that is interested in visiting, working, staying in the city, or even fellow New Yorkers that just need a place to relax while their relatives take up their own apartments.

I have had the privilege to have grown up, studied, and worked in and around New York City my entire life and thus, have intimate knowledge of this neighborhood and the Metropolitan area. I am quite fond of my hometown and would love the chance to share it with the rest of you!","""formerly a philosophy and political science student"", ""interest in public service"", ""manage a warehouse"", ""grew up, studied, and worked in NYC""","""fond of my hometown"", ""would love the chance to share it with the rest of you""","""coordinate with renters to share space"", ""help New Yorkers who need a place to relax""","""share it with the rest of you"", ""interested in visiting, working, staying in the city""","""I was formerly a philosophy and political science student"", ""I currently manage a warehouse in Long Island City"", ""I have had the privilege to have grown up, studied, and worked in and around New York City my entire life""",0.45,0.6428571428571429,0.5294117647058824,None detected,1.0,0.0,0.0,None detected,1.0,0.0,0.0,None detected,1.0,0.0,0.0,"""I was formerly a philosophy and political science student"", ""I have had the privilege to have grown up, studied, and worked in and around New York City my entire life""",0.4666666666666667,0.5,0.4827586206896552,None detected,1.0,0.0,0.0,"""I coordinate with various renters in the area to share any extra space they might have to anyone that is interested in visiting""",0.36363636363636365,0.4,0.380952380952381,None detected,1.0,0.0,0.0,"""I was formerly a philosophy and political science student"", ""have intimate knowledge of this neighborhood and the Metropolitan area""",0.5,0.35714285714285715,0.41666666666666663,None detected,1.0,0.0,0.0,None detected,1.0,0.0,0.0,None detected,1.0,0.0,0.0,"""I was formerly a philosophy and political science student with an interest in public service and policy"", ""I currently manage a warehouse in Long Island City while I go back to school to earn an MBA in Healthcare Administration"", ""I have had the privilege to have grown up, studied, and worked in and around New York City my entire life"", ""I am quite fond of my hometown""",0.35294117647058826,0.8571428571428571,0.5,None detected,1.0,0.0,0.0,"""I coordinate with various renters in the area to share any extra space they might have to anyone that is interested in visiting, working, staying in the city, or even fellow New Yorkers that just need a place to relax while their relatives take up their own apartments""",0.375,0.9,0.5294117647058825,"""would love the chance to share it with the rest of you""",0.4,0.2857142857142857,0.3333333333333333,"I was formerly a philosophy and political science student with an interest in public service and policy, I currently manage a warehouse in Long Island City while I go back to school to earn an MBA in Healthcare Administration, I have had the privilege to have grown up, studied, and worked in and around New York City my entire life",0.3870967741935484,0.8571428571428571,0.5333333333333333,None detected,1.0,0.0,0.0,"I coordinate with various renters in the area to share any extra space they might have to anyone that is interested in visiting, working, staying in the city, or even fellow New Yorkers that just need a place to relax while their relatives take up their own apartments",0.375,0.9,0.5294117647058825,I am quite fond of my hometown and would love the chance to share it with the rest of you!,0.25,0.2857142857142857,0.26666666666666666
"I am a 41 year old living in the insanely awesome city of New York, in the Astoria Queens neighborhood. I have been doing Airbnb for 9 years and love the people I have met and being able to share my community with them. I work in financial sales for a leading technology and news organization which allows me to travel quite a bit and have the luxury of staying in nice locations and eating well. I love to travel and have been to 83 countries and counting, most recently Croatia.

Hobbies: Traveling, Eating, seeing live music, working out, cooking, reading, spending time with my girlfriend, friends, family and my puppies.","""41-year-old living in New York"", ""work in financial sales for a leading technology and news organization"", ""been to 83 countries"", ""Hobbies: Traveling, Eating, seeing live music, working out, cooking, reading""","""love the people I have met"", ""spending time with my girlfriend, friends, family and my puppies""","""been doing Airbnb for 9 years""","""being able to share my community with them""","""I was born and raised in the suburbs in Minnesota"", ""I work in financial sales for a leading technology and news organization"", ""I love to travel and have been to 83 countries and counting""",0.5625,0.45,0.5,None detected,1.0,0.0,0.0,None detected,1.0,0.0,0.0,None detected,1.0,0.0,0.0,"""I was born and raised in the suburbs in Minnesota"", ""I love to travel and have been to 83 countries and counting""",0.2222222222222222,0.1,0.13793103448275865,None detected,1.0,0.0,0.0,"""I love the people I have met and being able to share my community with them""",0.0,0.0,0.0,None detected,1.0,0.0,0.0,"""I was born and raised in the suburbs in Minnesota"", ""a musician"", ""enjoy renting out my space in New York to excited travelers""",0.16666666666666666,0.1,0.125,None detected,1.0,0.0,0.0,None detected,1.0,0.0,0.0,None detected,1.0,0.0,0.0,"""I am a 41 year old living in the insanely awesome city of New York, in the Astoria Queens neighborhood"", ""I work in financial sales for a leading technology and news organization"", ""I love to travel and have been to 83 countries and counting, most recently Croatia"", ""Hobbies: Traveling, Eating, seeing live music, working out, cooking, reading, spending time with my girlfriend, friends, family and my puppies""",0.5,1.0,0.6666666666666666,"""love the people I have met and being able to share my community with them""",0.5,0.3333333333333333,0.4,None detected,1.0,0.0,0.0,None detected,1.0,0.0,0.0,"I am a 41 year old living in the insanely awesome city of New York, in the Astoria Queens neighborhood, I work in financial sales for a leading technology and news organization, I love to travel and have been to 83 countries and counting, most recently Croatia, Hobbies: Traveling, Eating, seeing live music, working out, cooking, reading, spending time with my girlfriend, friends, family and my puppies",0.5,1.0,0.6666666666666666,love the people I have met and being able to share my community with them,0.5,0.3333333333333333,0.4,None detected,1.0,0.0,0.0,None detected,1.0,0.0,0.0
"I was born and raised in the suburbs in Minnesota, went to university at Berklee College of Music in Boston, and then moved to New York in 2012. I'm a musician, and operate an online educational/inspiration website. Most of my life is spent making music, drumming, teaching, performing, and traveling. I love traveling and seeing new places. Luckily, as a drummer, I get to do this quite a bit (this is why I started with Airbnb). I've been finding I really enjoy renting out my space in New York to excited travelers. It excites me to be a small part of someone's experience in such an exciting city.","""born and raised in Minnesota"", ""Berklee College of Music"", ""musician"", ""educational/inspiration website"", ""making music, drumming, teaching, performing, and traveling"", ""love traveling""","""enjoy renting out my space in New York to excited travelers"", ""excites me to be a small part of someone's experience""",,"""started with Airbnb"", ""sharing space with travelers"" (implied via context of excitement to host)","""I was born and raised in the suburbs in Minnesota"", ""I work in financial sales for a leading technology and news organization"", ""I love to travel and have been to 83 countries and counting""",0.25,0.2857142857142857,0.26666666666666666,None detected,1.0,0.0,0.0,None detected,1.0,1.0,1.0,None detected,1.0,0.0,0.0,"""I'm a musician"", ""I've been finding I really enjoy renting out my space in New York to excited travelers""",0.1,0.07142857142857142,0.08333333333333333,None detected,1.0,0.0,0.0,None detected,1.0,1.0,1.0,"""It excites me to be a small part of someone's experience in such an exciting city""",0.0,0.0,0.0,"""I am a musician"", ""love traveling and seeing new places"", ""excites me to be a small part of someone's experience in such an exciting city""",0.25,0.21428571428571427,0.23076923076923075,None detected,1.0,0.0,0.0,None detected,1.0,1.0,1.0,None detected,1.0,0.0,0.0,"""I was born and raised in the suburbs in Minnesota, went to university at Berklee College of Music in Boston, and then moved to New York in 2012"", ""I'm a musician, and operate an online educational/inspiration website"", ""Most of my life is spent making music, drumming, teaching, performing, and traveling"", ""I love traveling and seeing new places""",0.5,1.0,0.6666666666666666,"""I've been finding I really enjoy renting out my space in New York to excited travelers""",0.7777777777777778,0.6363636363636364,0.7000000000000001,None detected,1.0,1.0,1.0,"""It excites me to be a small part of someone's experience in such an exciting city""",0.0,0.0,0.0,"I was born and raised in the suburbs in Minnesota, went to university at Berklee College of Music in Boston, and then moved to New York in 2012, I'm a musician, and operate an online educational/inspiration website, Most of my life is spent making music, drumming, teaching, performing, and traveling, I love traveling and seeing new places",0.5,1.0,0.6666666666666666,"I really enjoy renting out my space in New York to excited travelers, It excites me to be a small part of someone's experience in such an exciting city",0.7857142857142857,1.0,0.88,None detected,1.0,1.0,1.0,None detected,1.0,0.0,0.0
"I am a Spanish teacher also working on a PHD in Literature. I am from Spain and have lived in NY for 10 years. I travel every year or every two years to see my family or to explore other countries
I like herbal medicine, yoga, Psychoanalysis, poetry, Jazz and classical music.
I have learned so much in this city, and I want to keep learning.
I love living in Astoria because it is a calm, lively, diverse, pleasant and conveniently located neighborhood with all kind of amenities:
Restaurants, cafes, supermarkets, health stores, cinemas, museums and parks.","""Spanish teacher working on a PhD in Literature"", ""travel every year or two"", ""herbal medicine, yoga, Psychoanalysis, poetry, Jazz and classical music"", ""want to keep learning""",,,"""love living in Astoria because it is calm, lively, diverse pleasant and conveniently located neighborhood with all kind of amenities""","""I am a Spanish teacher also working on a PHD in Literature"", ""I like herbal medicine, yoga, Psychoanalysis, poetry, Jazz and classical music""",0.8666666666666667,0.65,0.7428571428571429,None detected,1.0,1.0,1.0,None detected,1.0,1.0,1.0,None detected,1.0,0.0,0.0,"""I am a Spanish teacher also working on a PHD in Literature"", ""I like herbal medicine, yoga, Psychoanalysis, poetry, Jazz and classical music""",0.8666666666666667,0.65,0.7428571428571429,None detected,1.0,1.0,1.0,None detected,1.0,1.0,1.0,None detected,1.0,0.0,0.0,"""I am a Spanish teacher"", ""like herbal medicine, yoga, Psychoanalysis, poetry, Jazz and classical music""",0.9090909090909091,0.5,0.6451612903225806,None detected,1.0,1.0,1.0,None detected,1.0,1.0,1.0,None detected,1.0,0.0,0.0,"""I am a Spanish teacher also working on a PHD in Literature"", ""I am from Spain and have lived in NY for 10 years"", ""I like herbal medicine, yoga, Psychoanalysis, poetry, Jazz and classical music"", ""I love living in Astoria because it is a calm, lively, diverse, pleasant and conveniently located neighborhood with all kind of amenities""",0.40625,0.65,0.5000000000000001,None detected,1.0,1.0,1.0,None detected,1.0,1.0,1.0,"""I have learned so much in this city, and I want to keep learning""",0.0,0.0,0.0,"I am a Spanish teacher also working on a PHD in Literature, I am from Spain and have lived in NY for 10 years, I travel every year or every two years to see my family or to explore other countries, I like herbal medicine, yoga, Psychoanalysis, poetry, Jazz and classical music, I have learned so much in this city, and I want to keep learning",0.5882352941176471,1.0,0.7407407407407407,None detected,1.0,1.0,1.0,None detected,1.0,1.0,1.0,None detected,1.0,0.0,0.0
"I love everything travel related.. Also a big fan of hiking, learning new languages, meeting great people, and meditating!! ","""love everything travel related"", ""big fan of hiking"", ""learning new languages"", ""meditating""",,,"""meeting great people""","""I love everything travel related"", ""Also a big fan of hiking, learning new languages, meeting great people, and meditating""",0.7333333333333333,1.0,0.846153846153846,None detected,1.0,1.0,1.0,None detected,1.0,1.0,1.0,None detected,1.0,0.0,0.0,"""I love everything travel related"", ""Also a big fan of hiking, learning new languages, meeting great people, and meditating""",0.7333333333333333,1.0,0.846153846153846,None detected,1.0,1.0,1.0,None detected,1.0,1.0,1.0,None detected,1.0,0.0,0.0,"""love everything travel related"", ""big fan of hiking, learning new languages, meeting great people, and meditating""",0.7857142857142857,1.0,0.88,None detected,1.0,1.0,1.0,None detected,1.0,1.0,1.0,None detected,1.0,0.0,0.0,"""I love everything travel related"", ""Also a big fan of hiking, learning new languages, meeting great people, and meditating""",0.7333333333333333,1.0,0.846153846153846,None detected,1.0,1.0,1.0,None detected,1.0,1.0,1.0,None detected,1.0,0.0,0.0,"I love everything travel related, Also a big fan of hiking, learning new languages, meeting great people, and meditating",0.7333333333333333,1.0,0.846153846153846,None detected,1.0,1.0,1.0,None detected,1.0,1.0,1.0,None detected,1.0,0.0,0.0
"My wife and I recently moved to Long Island City and absolutely love it! Our place is full of natural light with incredible views. We love good food and coffee- everything you need to prepare a delicious meal is in the kitchen and there is a grocery store downstairs. We are one stop from Manhattan but there are plenty great restaurants in our local neighborhood. 
We travel a ton and have greatly enjoyed exploring new homes and places with fellow AirBnB hosts. We hope you love our place as much as we do!","""absolutely love it"", ""full of natural light with incredible views"", ""love good food and coffee"", ""travel a ton""","""hope you love our place as much as we do""","""everything you need to prepare a delicious meal is in the kitchen"", ""grocery store downstairs""","""greatly enjoyed exploring new homes and places with fellow AirBnB hosts""","""My wife and I recently moved to Long Island City"", ""We love good food and coffee""",0.4,0.3333333333333333,0.3636363636363636,None detected,1.0,0.0,0.0,None detected,1.0,0.0,0.0,None detected,1.0,0.0,0.0,"""My wife and I recently moved to Long Island City and absolutely love it"", ""We love good food and coffee""",0.45454545454545453,0.4166666666666667,0.43478260869565216,None detected,1.0,0.0,0.0,None detected,1.0,0.0,0.0,"""We hope you love our place as much as we do!""",0.0,0.0,0.0,"""My wife and I recently moved to Long Island City"", ""love good food and coffee""",0.4,0.3333333333333333,0.3636363636363636,None detected,1.0,0.0,0.0,"""hope you love our place as much as we do""",0.0,0.0,0.0,None detected,1.0,0.0,0.0,"""My wife and I recently moved to Long Island City and absolutely love it"", ""We love good food and coffee"", ""We travel a ton and have greatly enjoyed exploring new homes and places with fellow AirBnB hosts""",0.3181818181818182,0.5833333333333334,0.4117647058823529,"""We hope you love our place as much as we do""",1.0,1.0,1.0,"""everything you need to prepare a delicious meal is in the kitchen and there is a grocery store downstairs""",1.0,1.0,1.0,None detected,1.0,0.0,0.0,"My wife and I recently moved to Long Island City and absolutely love it, We love good food and coffee",0.45454545454545453,0.4166666666666667,0.43478260869565216,We hope you love our place as much as we do,1.0,1.0,1.0,everything you need to prepare a delicious meal is in the kitchen and there is a grocery store downstairs,1.0,1.0,1.0,We travel a ton and have greatly enjoyed exploring new homes and places with fellow AirBnB hosts,0.8181818181818182,1.0,0.9
Solo traveler exploring the world. ,"""Solo traveler exploring the world""",,,,"""Solo traveler exploring the world""",1.0,1.0,1.0,None detected,1.0,1.0,1.0,None detected,1.0,1.0,1.0,None detected,1.0,1.0,1.0,"""Solo traveler exploring the world""",1.0,1.0,1.0,None detected,1.0,1.0,1.0,None detected,1.0,1.0,1.0,None detected,1.0,1.0,1.0,"""Solo traveler exploring the world""",1.0,1.0,1.0,None detected,1.0,1.0,1.0,None detected,1.0,1.0,1.0,None detected,1.0,1.0,1.0,"""Solo traveler exploring the world""",1.0,1.0,1.0,None detected,1.0,1.0,1.0,None detected,1.0,1.0,1.0,None detected,1.0,1.0,1.0,Solo traveler exploring the world,1.0,1.0,1.0,None detected,1.0,1.0,1.0,None detected,1.0,1.0,1.0,None detected,1.0,1.0,1.0
"Fun loving, family oriented young professional who loves to travel.","""Fun loving"", ""family oriented"", ""young professional"", ""loves to travel""",,,,"""Fun loving, family oriented young professional who loves to travel""",1.0,1.0,1.0,None detected,1.0,1.0,1.0,None detected,1.0,1.0,1.0,None detected,1.0,1.0,1.0,"""Fun loving, family oriented young professional who loves to travel""",1.0,1.0,1.0,None detected,1.0,1.0,1.0,None detected,1.0,1.0,1.0,None detected,1.0,1.0,1.0,"""Fun loving, family oriented young professional who loves to travel""",1.0,1.0,1.0,None detected,1.0,1.0,1.0,None detected,1.0,1.0,1.0,None detected,1.0,1.0,1.0,"""Fun loving, family oriented young professional"", ""loves to travel""",1.0,1.0,1.0,None detected,1.0,1.0,1.0,None detected,1.0,1.0,1.0,None detected,1.0,1.0,1.0,"Fun loving, family oriented young professional, loves to travel",1.0,1.0,1.0,None detected,1.0,1.0,1.0,None detected,1.0,1.0,1.0,None detected,1.0,1.0,1.0
"We live in Forest Hills, NYC and are truly inspired by the people we live around, where they originally come from and the energy that is in the neighborhood.  We love Minimal, Understated, Modern style. We love to absorb nature and be inspired by it's natural beauty. We are people person and love positive energy.

It's important for us to tell a story with our home. Something relatable to everyone that reminds you of home or a great memory.  ","""truly inspired by the people we live around"", ""love Minimal, Understated, Modern style"", ""love to absorb nature"", ""love positive energy""","""people person""","""something relatable to everyone that reminds you of home or a great memory""","""important for us to tell a story with our home""","""We live in Forest Hills, NYC"", ""We love Minimal, Understated, Modern style""",0.6666666666666666,0.42857142857142855,0.5217391304347826,None detected,1.0,0.0,0.0,None detected,1.0,0.0,0.0,None detected,1.0,0.0,0.0,"""We live in Forest Hills, NYC and are truly inspired by the people we live around"", ""We love Minimal, Understated, Modern style""",0.7692307692307693,0.7142857142857143,0.7407407407407408,None detected,1.0,0.0,0.0,None detected,1.0,0.0,0.0,"""It's important for us to tell a story with our home""",1.0,1.0,1.0,"""We live in Forest Hills, NYC"", ""love Minimal, Understated, Modern style"", ""love to absorb nature and be inspired by its natural beauty""",0.6428571428571429,0.6428571428571429,0.6428571428571429,None detected,1.0,0.0,0.0,None detected,1.0,0.0,0.0,None detected,1.0,0.0,0.0,"""We live in Forest Hills, NYC"", ""We love Minimal, Understated, Modern style"", ""We love to absorb nature and be inspired by it's natural beauty"", ""We are people person and love positive energy""",0.6666666666666666,0.8571428571428571,0.75,"""It's important for us to tell a story with our home"", ""Something relatable to everyone that reminds you of home or a great memory""",0.0,0.0,0.0,None detected,1.0,0.0,0.0,"""truly inspired by the people we live around, where they originally come from and the energy that is in the neighborhood""",0.0,0.0,0.0,"We live in Forest Hills, NYC, We love Minimal, Understated, Modern style, We love to absorb nature and be inspired by it's natural beauty, We are people person and love positive energy",0.6666666666666666,0.8571428571428571,0.75,It's important for us to tell a story with our home,0.0,0.0,0.0,None detected,1.0,0.0,0.0,"truly inspired by the people we live around, where they originally come from and the energy that is in the neighborhood",0.0,0.0,0.0
"We are originally from Japan :-) and now live in New York for a long time :) We are very happy to have you over to stay at our place for comfortable stay. We always listen to your need and do our best to respond to you as soon as possible.
","""originally from Japan"", ""live in New York for a long time""","""very happy to have you over to stay at our place""","""always listen to your need"", ""do our best to respond to you as soon as possible""",,"""We are originally from Japan"", ""We always listen to your need and do our best to respond to you as soon as possible""",0.2222222222222222,0.2857142857142857,0.25,None detected,1.0,0.0,0.0,None detected,1.0,0.0,0.0,None detected,1.0,1.0,1.0,"""We are originally from Japan :-) and now live in New York for a long time :)"", ""We always listen to your need and do our best to respond to you as soon as possible""",0.5,1.0,0.6666666666666666,None detected,1.0,0.0,0.0,None detected,1.0,0.0,0.0,None detected,1.0,1.0,1.0,"""We are originally from Japan"", ""very happy to have you over to stay at our place for comfortable stay""",0.3333333333333333,0.2857142857142857,0.30769230769230765,None detected,1.0,0.0,0.0,None detected,1.0,0.0,0.0,None detected,1.0,1.0,1.0,"""We are originally from Japan"", ""now live in New York for a long time""",1.0,1.0,1.0,"""We are very happy to have you over to stay at our place for comfortable stay""",0.75,1.0,0.8571428571428571,"""We always listen to your need and do our best to respond to you as soon as possible""",1.0,1.0,1.0,None detected,1.0,1.0,1.0,"We are originally from Japan, now live in New York for a long time",1.0,1.0,1.0,We are very happy to have you over to stay at our place for comfortable stay,0.75,1.0,0.8571428571428571,We always listen to your need and do our best to respond to you as soon as possible,1.0,1.0,1.0,None detected,1.0,1.0,1.0
I believe life has a beautiful meaning and is a gift. I appreciate every moment and believe that how we choose to live our lives is our gift back.,"""believe life has a beautiful meaning and is a gift"", ""appreciate every moment"", ""believe that how we choose to live our lives is our gift back""",,,,"""I believe life has a beautiful meaning and is a gift"", ""I appreciate every moment""",1.0,0.6666666666666666,0.8,None detected,1.0,1.0,1.0,None detected,1.0,1.0,1.0,None detected,1.0,1.0,1.0,"""I believe life has a beautiful meaning and is a gift"", ""I appreciate every moment and believe that how we choose to live our lives is our gift back""",1.0,1.0,1.0,None detected,1.0,1.0,1.0,None detected,1.0,1.0,1.0,None detected,1.0,1.0,1.0,"""I believe life has a beautiful meaning and is a gift"", ""appreciate every moment""",1.0,0.6666666666666666,0.8,None detected,1.0,1.0,1.0,None detected,1.0,1.0,1.0,None detected,1.0,1.0,1.0,"""I believe life has a beautiful meaning and is a gift"", ""I appreciate every moment and believe that how we choose to live our lives is our gift back""",1.0,1.0,1.0,None detected,1.0,1.0,1.0,None detected,1.0,1.0,1.0,None detected,1.0,1.0,1.0,"I believe life has a beautiful meaning and is a gift, I appreciate every moment and believe that how we choose to live our lives is our gift back",1.0,1.0,1.0,None detected,1.0,1.0,1.0,None detected,1.0,1.0,1.0,None detected,1.0,1.0,1.0
We are a family that loves to travel around the world. ,"""loves to travel around the world""",,,,"""We are a family that loves to travel around the world""",0.8,1.0,0.888888888888889,None detected,1.0,1.0,1.0,None detected,1.0,1.0,1.0,None detected,1.0,1.0,1.0,None detected,1.0,0.0,0.0,None detected,1.0,1.0,1.0,None detected,1.0,1.0,1.0,"""We are a family that loves to travel around the world""",0.0,1.0,0.0,"""We are a family that loves to travel around the world""",0.8,1.0,0.888888888888889,None detected,1.0,1.0,1.0,None detected,1.0,1.0,1.0,None detected,1.0,1.0,1.0,We are a family that loves to travel around the world,0.8,1.0,0.888888888888889,None detected,1.0,1.0,1.0,None detected,1.0,1.0,1.0,None detected,1.0,1.0,1.0,We are a family that loves to travel around the world,0.8,1.0,0.888888888888889,None detected,1.0,1.0,1.0,None detected,1.0,1.0,1.0,None detected,1.0,1.0,1.0
